138.92742,35.37245,593
138.9279,35.37262,593.1
138.92813,35.37277,593.3
138.92838,35.37292,593
138.92862,35.37307,592.3
138.9288599,35.37323,591.7
138.9291,35.37338,591.7
138.92935,35.37353,591.5
138.92959,35.37368,591.3
138.92981,35.37384,591.2
138.93004,35.37399,591.2
138.93027,35.37414,591.2
138.93049,35.37429,590.9
138.9307,35.37445,591.5
138.9309199,35.3746099,591.6
138.93114,35.37477,591.7
138.93136,35.37493,591.7
138.9316,35.3750799,591.5
138.93183,35.37525,591.4
138.93205,35.37541,591.4
138.93228,35.37558,591.2
138.93251,35.37574,590.9
138.93275,35.37591,591.1
138.9329799,35.37608,590.9
138.93323,35.37625,590.3
138.93346,35.37641,589.7
138.93366,35.37657,589.2
138.93384,35.3767,589.1
138.93401,35.37672,588.5
138.93414,35.37662,587.9
138.93432,35.37657,587.9
138.93452,35.37659,588.2
138.93464,35.37673,589
138.93471,35.3769,590
138.93474,35.37708,590.3
138.93465,35.37721,590.4
138.93449,35.37723,590.4
138.93434,35.37714,590.2
138.93421,35.3771,590.1
138.93416,35.37717,589.9
138.93426,35.37727,589.5
138.93442,35.3774,588.3
138.9345899,35.37755,586.8
138.93469,35.37764,586.3
138.9348599,35.37763,585.7
138.9349499,35.3776,585.2
138.93503,35.37757,584.7
138.93511,35.3775199,584.2
138.93523,35.37741,583.2
138.93528,35.3773399,582.6
138.9353099,35.37727,582.1
138.93533,35.37719,581.5
138.93534,35.37702,580.3
138.93536,35.37694,579.8
138.93537,35.37685,579
138.93538,35.37677,578.4
138.9353999,35.37659,577
138.93542,35.3765,576.3
138.93544,35.37641,575.5
138.93545,35.37632,574.8
138.93545,35.37614,573.4
138.93545,35.37605,572.7
138.93544,35.37595,571.8
138.93543,35.37586,571
138.93541,35.37577,570.1
138.93535,35.37559,568.8
138.93532,35.3755,568.1
138.93529,35.37542,567.4
138.93521,35.37527,566.1
138.93516,35.3752,565.4
138.93511,35.37513,564.8
138.93506,35.37507,564.2
138.93501,35.375,563.6
138.93491,35.37489,562.8
138.93485,35.37483,562.4
138.9348,35.37478,562.1
138.9346799,35.37467,561.5
138.93462,35.37462,561.1
138.9345,35.3745199,560.4
138.93444,35.37447,560.1
138.93432,35.37436,559.7
138.93426,35.37431,559.5
138.93419,35.37426,559.3
138.93407,35.37415,558.8
138.934,35.3741,558.6
138.93394,35.3740499,558.5
138.93381,35.37394,558.2
138.93375,35.37389,558
138.93368,35.37383,557.7
138.93362,35.37377,557.4
138.93356,35.37372,557.3
138.9334299,35.37361,557.2
138.93336,35.37356,557.2
138.9333,35.3735,557.1
138.93323,35.37345,556.9
138.93311,35.37334,556.5
138.93305,35.37329,556.4
138.93299,35.37323,556.3
138.93293,35.37318,556.2
138.93281,35.37307,556.2
138.93275,35.37301,556.2
138.9327,35.37295,556.1
138.93264,35.3729,555.9
138.93253,35.37278,555.5
138.93247,35.37273,555.4
138.93242,35.37267,555.3
138.93236,35.37261,555.3
