138.92742,35.37245
138.9279,35.37262
138.92813,35.37277
138.92838,35.37292
138.92862,35.37307
138.9288599,35.37323
138.9291,35.37338
138.92935,35.37353
138.92959,35.37368
138.92981,35.37384
138.93004,35.37399
138.93027,35.37414
138.93049,35.37429
138.9307,35.37445
138.9309199,35.3746099
138.93114,35.37477
138.93136,35.37493
138.9316,35.3750799
138.93183,35.37525
138.93205,35.37541
138.93228,35.37558
138.93251,35.37574
138.93275,35.37591
138.9329799,35.37608
138.93323,35.37625
138.93346,35.37641
138.93366,35.37657
138.93384,35.3767
138.93401,35.37672
138.93414,35.37662
138.93432,35.37657
138.93452,35.37659
138.93464,35.37673
138.93471,35.3769
138.93474,35.37708
138.93465,35.37721
138.93449,35.37723
138.93434,35.37714
138.93421,35.3771
138.93416,35.37717
138.93426,35.37727
138.93442,35.3774
138.9345899,35.37755
138.93469,35.37764
138.9348599,35.37763
138.9349499,35.3776
138.93503,35.37757
138.93511,35.3775199
138.93523,35.37741
138.93528,35.3773399
138.9353099,35.37727
138.93533,35.37719
138.93534,35.37702
138.93536,35.37694
138.93537,35.37685
138.93538,35.37677
138.9353999,35.37659
138.93542,35.3765
138.93544,35.37641
138.93545,35.37632
138.93545,35.37614
138.93545,35.37605
138.93544,35.37595
138.93543,35.37586
138.93541,35.37577
138.93535,35.37559
138.93532,35.3755
138.93529,35.37542
138.93521,35.37527
138.93516,35.3752
138.93511,35.37513
138.93506,35.37507
138.93501,35.375
138.93491,35.37489
138.93485,35.37483
138.9348,35.37478
138.9346799,35.37467
138.93462,35.37462
138.9345,35.3745199
138.93444,35.37447
138.93432,35.37436
138.93426,35.37431
138.93419,35.37426
138.93407,35.37415
138.934,35.3741
138.93394,35.3740499
138.93381,35.37394
138.93375,35.37389
138.93368,35.37383
138.93362,35.37377
138.93356,35.37372
138.9334299,35.37361
138.93336,35.37356
138.9333,35.3735
138.93323,35.37345
138.93311,35.37334
138.93305,35.37329
138.93299,35.37323
138.93293,35.37318
138.93281,35.37307
138.93275,35.37301
138.9327,35.37295
138.93264,35.3729
138.93253,35.37278
138.93247,35.37273
138.93242,35.37267
138.93236,35.37261
138.93225,35.3725
138.93219,35.37245
138.93213,35.37239
138.93208,35.37233
138.93197,35.37221
138.93193,35.37215
138.93189,35.37209
138.93187,35.37202
138.93187,35.37187
138.93189,35.3718
138.93192,35.37173
138.93201,35.3716099
138.93207,35.37155
138.93212,35.37149
138.93217,35.37144
138.93223,35.37137
138.93234,35.37125
138.93239,35.37119
138.93244,35.37113
138.9325,35.37107
138.93261,35.37095
138.93266,35.37089
138.9327099,35.37082
138.93277,35.37076
138.93282,35.3707
138.93293,35.37059
138.93299,35.37053
138.93305,35.37048
138.9332,35.37039
138.93328,35.37035
138.93355,35.37027
138.93365,35.37025
138.93386,35.37024
138.9339699,35.37025
138.9342,35.37025
138.93431,35.37026
138.93442,35.37026
138.93464,35.37027
138.93474,35.37027
138.93485,35.37027
138.93496,35.37027
138.93518,35.37028
138.93529,35.37028
138.9353999,35.37028
138.93552,35.37029
138.93575,35.3703
138.93587,35.37031
138.93599,35.37031
138.93611,35.37032
138.93623,35.37032
138.93647,35.37032
138.93659,35.37033
138.93671,35.37033
138.93684,35.37033
138.93707,35.37034
138.93718,35.37032
138.9373,35.37031
138.93741,35.37028
138.9376399,35.37021
138.93776,35.37017
138.93787,35.37012
138.93798,35.37007
138.93817,35.3699299
138.93826,35.36986
138.93834,35.36979
138.93841,35.36971
138.93852,35.36954
138.93857,35.3694599
138.93861,35.36938
138.93864,35.36929
